1533669661 0 0 0 1 0
1533669677 0 0 0 2 0
1533669686 0 0 0 3 0
1533669772 0 0 0 4 0
1533670072 1 0 0 4 0
1533670156 2 0 0 4 0
1533674474 3 0 0 4 0
1533748968 4 0 0 4 0
1533754124 5 0 0 4 0
1533754175 6 0 0 4 0
1533754194 7 0 0 4 0
1533754206 8 0 0 4 0
1533754275 9 0 0 4 0
1533825326 10 0 0 4 0
1533921906 11 0 0 4 0
1533921947 12 0 0 4 0
1533921968 13 0 0 4 0
1533922774 14 0 0 4 0
1533922780 15 0 0 4 0
1533922811 16 0 0 4 0
1533927488 17 0 0 4 0
1533929054 18 0 0 4 0
1533929143 19 0 0 4 0
1533929195 20 0 0 4 0
1533929276 21 0 0 4 0
1533929857 22 0 0 4 0
1533930681 23 0 0 4 0
1533930720 24 0 0 4 0
1533931224 25 0 0 4 0
1533932608 26 0 0 4 0
1533933604 27 0 0 4 0
1533933608 28 0 0 4 0
1533933655 29 0 0 4 0
1534183819 30 0 0 4 0
1534183840 31 0 0 4 0
1534183878 32 0 0 4 0
1534183920 33 0 0 4 0
1534183944 34 0 0 4 0
1534183970 35 0 0 4 0
1534183993 36 0 0 4 0
1534184036 37 0 0 4 0
1534184092 38 0 0 4 0
1534189216 39 0 0 4 0
1534195122 40 0 0 4 0
1534279871 41 0 0 4 0
1534421375 42 0 0 4 0
1534421456 43 0 0 4 0
1534421495 44 0 0 4 0
1534426664 45 0 0 4 0
1534426740 46 0 0 4 0
1534426774 47 0 0 4 0
1534428430 48 0 0 4 0
1534431342 49 0 0 4 0
1534449620 50 0 0 4 0
1534449754 51 0 0 4 0
1534449781 52 0 0 4 0
1534449815 53 0 0 4 0
1534455292 54 0 0 4 0
1534455330 55 0 0 4 0
1534455363 56 0 0 4 0
1534455583 57 0 0 4 0
1534517262 58 0 0 4 0
1534535514 59 0 0 4 0
1534535538 60 0 0 4 0
1534535557 61 0 0 4 0
1534535574 62 0 0 4 0
1534535597 63 0 0 4 0
1534535621 64 0 0 4 0
1534535659 65 0 0 4 0
1534535677 66 0 0 4 0
1534535702 67 0 0 4 0
1534535717 68 0 0 4 0
1534536839 69 0 0 4 0
1534536974 70 0 0 4 0
1534777213 71 0 0 4 0
1534777225 72 0 0 4 0
1534777238 73 0 0 4 0
1534795509 74 0 0 4 0
1534879849 75 0 0 4 0
1534947208 76 0 0 4 0
1534947225 77 0 0 4 0
1534947246 78 0 0 4 0
1534949689 79 0 0 4 0
1534949707 80 0 0 4 0
1534949764 81 0 0 4 0
1534949781 82 0 0 4 0
1534949800 87 0 0 4 0
1534960741 88 0 0 4 0
1534965080 88 1 0 4 0
1534965409 88 2 0 4 0
1534965487 88 3 0 4 0
1535049421 88 4 0 4 0
1535049467 88 5 0 4 0
1535049669 88 6 0 4 0
1535049697 88 7 0 4 0
1535393762 88 8 0 4 0
1535393926 88 9 0 4 0
1535394002 88 10 0 4 0
1535394075 88 11 0 4 0
1535395367 88 12 0 4 0
1535395431 88 13 0 4 0
1535395519 88 14 0 4 0
1535734099 88 15 0 4 0
1535734115 88 16 0 4 0
1535734139 88 17 0 4 0
1535734185 88 18 0 4 0
1535734294 88 19 0 4 0
1535751808 88 20 0 4 0
1535751851 88 21 0 4 0
1536171465 88 22 0 4 0
1536171491 88 23 0 4 0
1536171531 88 24 0 4 0
1536171560 88 25 0 4 0
1536694491 88 26 0 4 0
1536694619 88 27 0 4 0
1536694648 88 28 0 4 0
1536694673 88 29 0 4 0
1536694713 88 30 0 4 0
1536694756 88 31 0 4 0
1536694868 88 32 0 4 0
1536694895 88 33 0 4 0
1536694932 88 34 0 4 0
1536695127 88 35 0 4 0
1536695237 88 36 0 4 0
1536695265 88 37 0 4 0
1536695292 88 38 0 4 0
1536695409 88 39 0 4 0
1536695457 88 40 0 4 0
1536695490 88 41 0 4 0
1536695520 88 42 0 4 0
1536695871 88 43 0 4 0
1537280818 88 44 0 4 0
1537280869 88 45 0 4 0
1537280905 88 46 0 4 0
1537280977 88 47 0 4 0
1537281100 88 48 0 4 0
1537281120 88 49 0 4 0
1537281180 88 50 0 4 0
1537281210 88 51 0 4 0
1537281236 88 52 0 4 0
1537281267 88 53 0 4 0
1537281310 88 54 0 4 0
1537282611 88 55 0 4 0
1537283645 88 56 0 4 0
1537294905 89 56 0 4 0
1537447237 90 56 0 4 0
1537533511 91 56 0 4 0
1537533550 92 56 0 4 0
1537533585 93 56 0 4 0
1537533606 94 56 0 4 0
1537533631 95 56 0 4 0
1537557929 95 57 0 4 0
1537558043 95 58 0 4 0
1537558073 95 59 0 4 0
1537558308 96 59 0 4 0
1537558336 97 59 0 4 0
1537558642 98 59 0 4 0
1537878864 99 59 0 4 0
1537878881 100 59 0 4 0
1537878915 101 59 0 4 0
1537878988 102 59 0 4 0
1537879008 103 59 0 4 0
1537881598 104 59 0 4 0
1537896189 105 59 0 4 0
1537968424 106 59 0 4 0
1537968439 107 59 0 4 0
1537968450 108 59 0 4 0
1538138833 109 59 0 4 0
1538138908 110 59 0 4 0
1538142095 111 59 0 4 0
1538142197 112 59 0 4 0
1538142275 113 59 0 4 0
1538142313 114 59 0 4 0
1538142329 115 59 0 4 0
1538142379 116 59 0 4 0
