1534421375 0
1534421456 29011
1534426774 29048
1534428430 29054
1534449620 29057
1534449754 29062
1534449781 29062
1534449815 29067
1534455292 29066
1534455330 29069
1534455363 29073
1534455583 29072
1534517262 29076
1534535514 29087
1534535538 29087
1534535557 29077
1534535574 29079
1534535597 29080
1534535621 29085
1534535659 29085
1534535677 29087
1534535702 29091
1534535717 29091
1534536839 29091
1534777238 29181
1534965487 29178
1535049697 29176
1535393762 29174
1535393926 29209
1535394002 29209
1535394075 29209
1535395367 29234
1535395431 29213
1535395519 29206
1535734099 29210
1535734115 29219
1535734139 29178
1535734185 29297
1535734294 29522
1535751808 29546
1535751851 29802
1536171465 29857
1536171491 29874
1536171531 29875
1536171560 29908
1536694491 29911
1536694619 29898
1536694648 29898
1536694673 29898
1536694713 29897
1536694756 29898
1536694868 29896
1536694895 29914
1536694932 29914
1536695127 29956
1536695237 30039
1536695265 30056
1536695292 30066
1536695409 30162
1536695457 30162
1536695490 30165
1536695520 30159
1536695871 30159
1537280818 30159
1537280869 30168
1537280905 30168
1537280977 30367
1537281100 30468
1537281120 30469
1537281180 30485
1537281210 30487
1537281236 30487
1537281267 30589
1537281310 30592
1537282611 30592
1537283645 30621
1537447237 30581
1537533511 30589
1537533550 30616
1537533585 30767
1537533606 30908
1537533631 30914
1537558308 30940
1537558336 30967
1537558642 30989
1537878864 31017
1537878881 31018
1537878915 31009
1537881598 31019
1537896189 31019
1537968450 31078
1538142095 31078
1538142197 31079
1538142275 31079
1538142313 31083
1538142329 31084
1538142379 31089
1538142390 31089
1538148060 31140
1538405636 31140
1538405650 31140
1538405681 31161
1538405698 31169
1538405708 31169
1538405739 31170
1538405774 31168
1538405922 31175
1538429696 31206
1538429771 31280
1538429796 31306
1538575834 31309
1538575936 31311
1538590627 31312
1542121528 31319
1542132224 31320
1542739222 31539
1542746004 31540
1543288957 32187
1543859837 32611
1543863781 32602
1543869606 32649
1543869809 32682
1543930861 32738
1543954922 32722
1543955675 32722
1544205536 33421
1544205545 33421
1547488521 33413
