1432520737 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1432607660 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1432826730 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1435700523 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1435709318 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1435715860 0 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1435776807 0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1436392246 0 0 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1437928997 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1439698000 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1439699214 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1440707689 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1440735981 0 0 11 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1441777543 0 0 12 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1441818607 0 0 13 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1441832018 0 0 14 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1441856257 0 0 15 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1441908244 0 0 16 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442009226 0 0 17 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442030820 0 0 18 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442106169 0 0 19 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442203297 0 0 20 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442203339 0 0 21 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442203358 0 0 22 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442203621 0 0 23 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442203980 0 0 24 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442543696 0 0 25 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442973570 0 0 26 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442973901 0 0 27 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1442976028 0 0 28 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1443031033 0 0 29 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1443032717 0 0 30 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1443033561 0 0 31 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1443037710 0 0 32 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1443051562 0 0 32 1 0 0 0 0 2 0 0 0 0 0 0 0 0
1443058727 0 0 33 1 0 0 0 0 2 0 0 0 0 0 0 0 0
1443059469 0 0 34 1 0 0 0 0 2 0 0 0 0 0 0 0 0
1443064173 0 0 34 1 0 0 0 0 2 0 1 0 0 0 0 0 0
1443064512 0 0 35 1 0 0 0 0 2 0 1 0 0 0 0 0 0
1443141689 0 0 36 1 0 0 0 0 2 0 1 0 0 0 0 0 0
